Дата,Приход.1,Уход.1,Длительность общая,Длительность раб.дня без обеда,Вых/Будни,id
"2021-04-13 00:00:00,000","1899-12-30 08:07:00,000","1899-12-30 17:31:00,000","9,4","8,4",Будни,ОРГ1-01373
"2021-04-13 00:00:00,000","1899-12-30 07:59:00,000","1899-12-30 17:31:00,000","9,5333333333333332","8,5333333333333332",Будни,ОРГ1-01564
"2021-04-13 00:00:00,000","1899-12-30 08:18:00,000","1899-12-30 17:31:00,000","9,2166666666666668","8,2166666666666668",Будни,ОРГ1-01034
"2021-04-13 00:00:00,000","1899-12-30 08:23:00,000","1899-12-30 17:31:00,000","9,1333333333333329","8,1333333333333329",Будни,ОРГ1-02195
"2021-04-13 00:00:00,000","1899-12-30 08:18:00,000","1899-12-30 17:31:00,000","9,2166666666666668","8,2166666666666668",Будни,ОРГ1-02105
"2021-04-13 00:00:00,000","1899-12-30 08:28:00,000","1899-12-30 17:31:00,000","9,0499999999999989","8,0499999999999989",Будни,ОРГ1-00224
"2021-04-13 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:31:00,000","9,5","8,5",Будни,ОРГ1-00031
"2021-04-13 00:00:00,000","1899-12-30 08:18:00,000","1899-12-30 17:31:00,000","9,2166666666666668","8,2166666666666668",Будни,ОРГ1-00339
"2021-04-13 00:00:00,000","1899-12-30 08:21:00,000","1899-12-30 17:31:00,000","9,1666666666666661","8,1666666666666661",Будни,ОРГ1-02127
"2021-04-13 00:00:00,000","1899-12-30 08:16:00,000","1899-12-30 17:31:00,000","9,25","8,25",Будни,ОРГ1-00805
"2021-04-13 00:00:00,000","1899-12-30 08:24:00,000","1899-12-30 17:31:00,000","9,1166666666666671","8,1166666666666671",Будни,ОРГ1-00271
"2021-04-13 00:00:00,000","1899-12-30 08:25:00,000","1899-12-30 17:31:00,000","9,1","8,1",Будни,ОРГ1-00107
"2021-04-13 00:00:00,000","1899-12-30 08:11:00,000","1899-12-30 17:31:00,000","9,3333333333333321","8,3333333333333321",Будни,ОРГ1-02046
"2021-04-13 00:00:00,000","1899-12-30 08:19:00,000","1899-12-30 17:31:00,000","9,2","8,2",Будни,ОРГ1-00875
"2021-04-13 00:00:00,000","1899-12-30 08:10:00,000","1899-12-30 17:31:00,000","9,35","8,35",Будни,ОРГ1-00522
"2021-04-13 00:00:00,000","1899-12-30 08:26:00,000","1899-12-30 17:31:00,000","9,0833333333333321","8,0833333333333321",Будни,ОРГ1-01809
"2021-04-13 00:00:00,000","1899-12-30 08:08:00,000","1899-12-30 17:31:00,000","9,3833333333333329","8,3833333333333329",Будни,ОРГ1-00261
"2021-04-13 00:00:00,000","1899-12-30 08:00:00,000","1899-12-30 17:31:00,000","9,5166666666666657","8,5166666666666657",Будни,ОРГ1-00941
"2021-04-13 00:00:00,000","1899-12-30 07:57:00,000","1899-12-30 17:31:00,000","9,5666666666666664","8,5666666666666664",Будни,ОРГ1-02164
"2021-04-13 00:00:00,000","1899-12-30 07:59:00,000","1899-12-30 17:31:00,000","9,5333333333333332","8,5333333333333332",Будни,ОРГ1-00923
"2021-04-13 00:00:00,000","1899-12-30 08:23:00,000","1899-12-30 17:31:00,000","9,1333333333333329","8,1333333333333329",Будни,ОРГ1-04032
"2021-04-13 00:00:00,000","1899-12-30 08:17:00,000","1899-12-30 17:31:00,000","9,2333333333333325","8,2333333333333325",Будни,ОРГ1-00648
"2021-04-13 00:00:00,000","1899-12-30 07:48:00,000","1899-12-30 17:31:00,000","9,7166666666666668","8,7166666666666668",Будни,ОРГ1-02065
"2021-04-13 00:00:00,000","1899-12-30 08:18:00,000","1899-12-30 17:31:00,000","9,2166666666666668","8,2166666666666668",Будни,ОРГ1-02720
"2021-04-13 00:00:00,000","1899-12-30 08:06:00,000","1899-12-30 17:31:00,000","9,4166666666666661","8,4166666666666661",Будни,ОРГ1-00991
"2021-04-13 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:31:00,000","9,3666666666666671","8,3666666666666671",Будни,ОРГ1-00779
"2021-04-13 00:00:00,000","1899-12-30 08:06:00,000","1899-12-30 17:31:00,000","9,4166666666666661","8,4166666666666661",Будни,ОРГ1-01641
"2021-04-13 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:31:00,000","9,5","8,5",Будни,ОРГ1-01605
"2021-04-13 00:00:00,000","1899-12-30 08:20:00,000","1899-12-30 17:31:00,000","9,1833333333333336","8,1833333333333336",Будни,ОРГ1-01490
"2021-04-13 00:00:00,000","1899-12-30 08:00:00,000","1899-12-30 17:31:00,000","9,5166666666666657","8,5166666666666657",Будни,ОРГ1-02443
"2021-04-13 00:00:00,000","1899-12-30 08:16:00,000","1899-12-30 17:31:00,000","9,25","8,25",Будни,ОРГ1-02710
"2021-04-13 00:00:00,000","1899-12-30 08:04:00,000","1899-12-30 17:31:00,000","9,45","8,45",Будни,ОРГ1-02663
"2021-04-13 00:00:00,000","1899-12-30 08:22:00,000","1899-12-30 17:31:00,000","9,15","8,15",Будни,ОРГ1-00951
"2021-04-13 00:00:00,000","1899-12-30 07:58:00,000","1899-12-30 17:31:00,000","9,5499999999999989","8,5499999999999989",Будни,ОРГ1-02745
"2021-04-13 00:00:00,000","1899-12-30 08:23:00,000","1899-12-30 17:31:00,000","9,1333333333333329","8,1333333333333329",Будни,ОРГ1-01458
"2021-04-13 00:00:00,000","1899-12-30 08:22:00,000","1899-12-30 17:31:00,000","9,15","8,15",Будни,ОРГ1-00667
"2021-04-13 00:00:00,000","1899-12-30 08:20:00,000","1899-12-30 17:31:00,000","9,1833333333333336","8,1833333333333336",Будни,ОРГ1-00467
"2021-04-13 00:00:00,000","1899-12-30 07:54:00,000","1899-12-30 17:31:00,000","9,6166666666666671","8,6166666666666671",Будни,ОРГ1-00706
"2021-04-13 00:00:00,000","1899-12-30 08:23:00,000","1899-12-30 17:31:00,000","9,1333333333333329","8,1333333333333329",Будни,ОРГ1-01121
"2021-04-13 00:00:00,000","1899-12-30 07:59:00,000","1899-12-30 17:31:00,000","9,5333333333333332","8,5333333333333332",Будни,ОРГ1-00499
"2021-04-14 00:00:00,000","1899-12-30 08:29:00,000","1899-12-30 17:31:00,000","9,0333333333333332","8,0333333333333332",Будни,ОРГ1-00650
"2021-04-14 00:00:00,000","1899-12-30 07:37:00,000","1899-12-30 17:31:00,000","9,9","8,9",Будни,ОРГ1-00060
"2021-04-14 00:00:00,000","1899-12-30 08:13:00,000","1899-12-30 17:31:00,000","9,2999999999999989","8,2999999999999989",Будни,ОРГ1-01797
"2021-04-14 00:00:00,000","1899-12-30 08:06:00,000","1899-12-30 17:31:00,000","9,4166666666666661","8,4166666666666661",Будни,ОРГ1-00036
"2021-04-14 00:00:00,000","1899-12-30 08:05:00,000","1899-12-30 17:31:00,000","9,4333333333333336","8,4333333333333336",Будни,ОРГ1-02646
"2021-04-14 00:00:00,000","1899-12-30 07:58:00,000","1899-12-30 17:31:00,000","9,5499999999999989","8,5499999999999989",Будни,ОРГ1-00154
"2021-04-14 00:00:00,000","1899-12-30 08:10:00,000","1899-12-30 17:31:00,000","9,35","8,35",Будни,ОРГ1-00771
"2021-04-14 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:31:00,000","9,5","8,5",Будни,ОРГ1-01564
"2021-04-14 00:00:00,000","1899-12-30 08:11:00,000","1899-12-30 17:31:00,000","9,3333333333333321","8,3333333333333321",Будни,ОРГ1-01034
"2021-04-14 00:00:00,000","1899-12-30 08:16:00,000","1899-12-30 17:31:00,000","9,25","8,25",Будни,ОРГ1-00427
"2021-04-14 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:31:00,000","9,3666666666666671","8,3666666666666671",Будни,ОРГ1-00034
"2021-04-14 00:00:00,000","1899-12-30 08:15:00,000","1899-12-30 17:31:00,000","9,2666666666666657","8,2666666666666657",Будни,ОРГ1-01281
"2021-04-14 00:00:00,000","1899-12-30 08:23:00,000","1899-12-30 17:31:00,000","9,1333333333333329","8,1333333333333329",Будни,ОРГ1-00224
"2021-04-14 00:00:00,000","1899-12-30 08:11:00,000","1899-12-30 17:31:00,000","9,3333333333333321","8,3333333333333321",Будни,ОРГ1-01739
"2021-04-14 00:00:00,000","1899-12-30 07:50:00,000","1899-12-30 17:31:00,000","9,6833333333333336","8,6833333333333336",Будни,ОРГ1-01935
"2021-04-14 00:00:00,000","1899-12-30 08:28:00,000","1899-12-30 17:31:00,000","9,0499999999999989","8,0499999999999989",Будни,ОРГ1-02549
"2021-04-14 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:31:00,000","9,5","8,5",Будни,ОРГ1-00085
"2021-04-14 00:00:00,000","1899-12-30 07:30:00,000","1899-12-30 17:31:00,000","10,016666666666666","9,0166666666666657",Будни,ОРГ1-00222
"2021-04-14 00:00:00,000","1899-12-30 08:19:00,000","1899-12-30 17:31:00,000","9,2","8,2",Будни,ОРГ1-00107
"2021-04-14 00:00:00,000","1899-12-30 08:22:00,000","1899-12-30 17:31:00,000","9,15","8,15",Будни,ОРГ1-00875
"2021-04-14 00:00:00,000","1899-12-30 08:10:00,000","1899-12-30 17:31:00,000","9,35","8,35",Будни,ОРГ1-00466
"2021-04-14 00:00:00,000","1899-12-30 08:11:00,000","1899-12-30 17:31:00,000","9,3333333333333321","8,3333333333333321",Будни,ОРГ1-01232
"2021-04-14 00:00:00,000","1899-12-30 08:12:00,000","1899-12-30 17:31:00,000","9,3166666666666664","8,3166666666666664",Будни,ОРГ1-00412
"2021-04-14 00:00:00,000","1899-12-30 08:29:00,000","1899-12-30 17:31:00,000","9,0333333333333332","8,0333333333333332",Будни,ОРГ1-02205
"2021-04-14 00:00:00,000","1899-12-30 07:53:00,000","1899-12-30 17:31:00,000","9,6333333333333329","8,6333333333333329",Будни,ОРГ1-00831
"2021-04-14 00:00:00,000","1899-12-30 08:00:00,000","1899-12-30 17:31:00,000","9,5166666666666657","8,5166666666666657",Будни,ОРГ1-02164
"2021-04-14 00:00:00,000","1899-12-30 08:00:00,000","1899-12-30 17:31:00,000","9,5166666666666657","8,5166666666666657",Будни,ОРГ1-00923
"2021-04-14 00:00:00,000","1899-12-30 08:19:00,000","1899-12-30 17:31:00,000","9,2","8,2",Будни,ОРГ1-00648
"2021-04-14 00:00:00,000","1899-12-30 08:22:00,000","1899-12-30 17:31:00,000","9,15","8,15",Будни,ОРГ1-00795
"2021-04-14 00:00:00,000","1899-12-30 07:31:00,000","1899-12-30 17:31:00,000",10,9,Будни,ОРГ1-01654
"2021-04-14 00:00:00,000","1899-12-30 08:28:00,000","1899-12-30 17:31:00,000","9,0499999999999989","8,0499999999999989",Будни,ОРГ1-02605
"2021-04-14 00:00:00,000","1899-12-30 08:26:00,000","1899-12-30 17:31:00,000","9,0833333333333321","8,0833333333333321",Будни,ОРГ1-05200
"2021-04-14 00:00:00,000","1899-12-30 08:03:00,000","1899-12-30 17:31:00,000","9,4666666666666668","8,4666666666666668",Будни,ОРГ1-02443
"2021-04-14 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:31:00,000","9,3666666666666671","8,3666666666666671",Будни,ОРГ1-02710
"2021-04-14 00:00:00,000","1899-12-30 07:53:00,000","1899-12-30 17:31:00,000","9,6333333333333329","8,6333333333333329",Будни,ОРГ1-00816
"2021-04-14 00:00:00,000","1899-12-30 08:19:00,000","1899-12-30 17:31:00,000","9,2","8,2",Будни,ОРГ1-05249
"2021-04-14 00:00:00,000","1899-12-30 08:01:00,000","1899-12-30 17:31:00,000","9,5","8,5",Будни,ОРГ1-01194
"2021-04-14 00:00:00,000","1899-12-30 08:15:00,000","1899-12-30 17:31:00,000","9,2666666666666657","8,2666666666666657",Будни,ОРГ1-00706
"2021-04-14 00:00:00,000","1899-12-30 08:08:00,000","1899-12-30 17:31:00,000","9,3833333333333329","8,3833333333333329",Будни,ОРГ1-00759
"2021-04-14 00:00:00,000","1899-12-30 08:13:00,000","1899-12-30 17:31:00,000","9,2999999999999989","8,2999999999999989",Будни,ОРГ1-01234
"2021-04-14 00:00:00,000","1899-12-30 08:11:00,000","1899-12-30 17:31:00,000","9,3333333333333321","8,3333333333333321",Будни,ОРГ1-01781
"2021-04-14 00:00:00,000","1899-12-30 07:36:00,000","1899-12-30 17:31:00,000","9,9166666666666661","8,9166666666666661",Будни,ОРГ1-00542
"2021-04-14 00:00:00,000","1899-12-30 08:21:00,000","1899-12-30 17:31:00,000","9,1666666666666661","8,1666666666666661",Будни,ОРГ1-01096
"2021-04-14 00:00:00,000","1899-12-30 08:24:00,000","1899-12-30 17:31:00,000","9,1166666666666671","8,1166666666666671",Будни,ОРГ1-00652
"2021-04-14 00:00:00,000","1899-12-30 08:00:00,000","1899-12-30 17:31:00,000","9,5166666666666657","8,5166666666666657",Будни,ОРГ1-00499
"2021-03-01 00:00:00,000","1899-12-30 08:24:00,000","1899-12-30 17:35:00,000","9,1833333333333336","8,1833333333333336",Будни,ОРГ1-01323
"2021-03-01 00:00:00,000","1899-12-30 08:12:00,000","1899-12-30 17:35:00,000","9,3833333333333329","8,3833333333333329",Будни,ОРГ1-00469
"2021-03-01 00:00:00,000","1899-12-30 08:26:00,000","1899-12-30 17:35:00,000","9,15","8,15",Будни,ОРГ1-02495
"2021-03-01 00:00:00,000","1899-12-30 07:39:00,000","1899-12-30 17:35:00,000","9,9333333333333336","8,9333333333333336",Будни,ОРГ1-02184
"2021-03-01 00:00:00,000","1899-12-30 08:21:00,000","1899-12-30 17:35:00,000","9,2333333333333325","8,2333333333333325",Будни,ОРГ1-01682
"2021-03-01 00:00:00,000","1899-12-30 07:54:00,000","1899-12-30 17:35:00,000","9,6833333333333336","8,6833333333333336",Будни,ОРГ1-02037
"2021-03-01 00:00:00,000","1899-12-30 08:25:00,000","1899-12-30 17:35:00,000","9,1666666666666661","8,1666666666666661",Будни,ОРГ1-01380
"2021-03-01 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:35:00,000","9,4333333333333336","8,4333333333333336",Будни,ОРГ1-01210
"2021-03-01 00:00:00,000","1899-12-30 08:19:00,000","1899-12-30 17:35:00,000","9,2666666666666657","8,2666666666666657",Будни,ОРГ1-01121
"2021-03-01 00:00:00,000","1899-12-30 08:51:00,000","1899-12-30 17:35:00,000","8,7333333333333325","7,7333333333333325",Будни,ОРГ1-01449
"2021-03-02 00:00:00,000","1899-12-30 08:19:00,000","1899-12-30 17:35:00,000","9,2666666666666657","8,2666666666666657",Будни,ОРГ1-01058
"2021-03-02 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:35:00,000","9,4333333333333336","8,4333333333333336",Будни,ОРГ1-00666
"2021-03-02 00:00:00,000","1899-12-30 08:25:00,000","1899-12-30 17:35:00,000","9,1666666666666661","8,1666666666666661",Будни,ОРГ1-02639
"2021-03-02 00:00:00,000","1899-12-30 08:19:00,000","1899-12-30 17:35:00,000","9,2666666666666657","8,2666666666666657",Будни,ОРГ1-00587
"2021-03-02 00:00:00,000","1899-12-30 07:56:00,000","1899-12-30 17:35:00,000","9,65","8,65",Будни,ОРГ1-00086
"2021-03-02 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:35:00,000","9,0666666666666664","8,0666666666666664",Будни,ОРГ1-01382
"2021-03-02 00:00:00,000","1899-12-30 08:28:00,000","1899-12-30 17:35:00,000","9,1166666666666671","8,1166666666666671",Будни,ОРГ1-00030
"2021-03-02 00:00:00,000","1899-12-30 08:12:00,000","1899-12-30 17:35:00,000","9,3833333333333329","8,3833333333333329",Будни,ОРГ1-02646
"2021-03-02 00:00:00,000","1899-12-30 08:18:00,000","1899-12-30 17:35:00,000","9,2833333333333332","8,2833333333333332",Будни,ОРГ1-00150
"2021-03-02 00:00:00,000","1899-12-30 08:20:00,000","1899-12-30 17:35:00,000","9,25","8,25",Будни,ОРГ1-00840
"2021-03-02 00:00:00,000","1899-12-30 08:26:00,000","1899-12-30 17:35:00,000","9,15","8,15",Будни,ОРГ1-01748
"2021-03-02 00:00:00,000","1899-12-30 08:19:00,000","1899-12-30 17:35:00,000","9,2666666666666657","8,2666666666666657",Будни,ОРГ1-01489
"2021-03-02 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:35:00,000","9,4333333333333336","8,4333333333333336",Будни,ОРГ1-01787
"2021-03-02 00:00:00,000","1899-12-30 07:48:00,000","1899-12-30 17:35:00,000","9,7833333333333332","8,7833333333333332",Будни,ОРГ1-02037
"2021-03-02 00:00:00,000","1899-12-30 08:22:00,000","1899-12-30 17:35:00,000","9,2166666666666668","8,2166666666666668",Будни,ОРГ1-00089
"2021-03-02 00:00:00,000","1899-12-30 08:25:00,000","1899-12-30 17:35:00,000","9,1666666666666661","8,1666666666666661",Будни,ОРГ1-00616
"2021-03-02 00:00:00,000","1899-12-30 08:22:00,000","1899-12-30 17:35:00,000","9,2166666666666668","8,2166666666666668",Будни,ОРГ1-02002
"2021-03-02 00:00:00,000","1899-12-30 08:20:00,000","1899-12-30 17:35:00,000","9,25","8,25",Будни,ОРГ1-00926
"2021-03-02 00:00:00,000","1899-12-30 08:26:00,000","1899-12-30 17:35:00,000","9,15","8,15",Будни,ОРГ1-00795
"2021-03-02 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:35:00,000","9,0833333333333321","8,0833333333333321",Будни,ОРГ1-00517
"2021-03-02 00:00:00,000","1899-12-30 08:28:00,000","1899-12-30 17:35:00,000","9,1166666666666671","8,1166666666666671",Будни,ОРГ1-01856
"2021-03-02 00:00:00,000","1899-12-30 08:18:00,000","1899-12-30 17:35:00,000","9,2833333333333332","8,2833333333333332",Будни,ОРГ1-01490
"2021-03-02 00:00:00,000","1899-12-30 13:41:00,000","1899-12-30 17:35:00,000","3,9","3,9",Будни,ОРГ1-02706
"2021-03-03 00:00:00,000","1899-12-30 08:22:00,000","1899-12-30 17:35:00,000","9,2166666666666668","8,2166666666666668",Будни,ОРГ1-00666
"2021-03-03 00:00:00,000","1899-12-30 08:33:00,000","1899-12-30 17:35:00,000","9,0333333333333332","8,0333333333333332",Будни,ОРГ1-01101
"2021-03-03 00:00:00,000","1899-12-30 08:07:00,000","1899-12-30 17:35:00,000","9,4666666666666668","8,4666666666666668",Будни,ОРГ1-01797
"2021-03-03 00:00:00,000","1899-12-30 08:23:00,000","1899-12-30 17:35:00,000","9,2","8,2",Будни,ОРГ1-01649
"2021-03-03 00:00:00,000","1899-12-30 08:35:00,000","1899-12-30 17:35:00,000",9,8,Будни,ОРГ1-00401
"2021-03-03 00:00:00,000","1899-12-30 08:08:00,000","1899-12-30 17:35:00,000","9,45","8,45",Будни,ОРГ1-02649
"2021-03-03 00:00:00,000","1899-12-30 07:49:00,000","1899-12-30 17:35:00,000","9,7666666666666657","8,7666666666666657",Будни,ОРГ1-00977
"2021-03-03 00:00:00,000","1899-12-30 12:07:00,000","1899-12-30 17:35:00,000","5,4666666666666668","5,4666666666666668",Будни,ОРГ1-00150
"2021-03-03 00:00:00,000","1899-12-30 08:20:00,000","1899-12-30 17:35:00,000","9,25","8,25",Будни,ОРГ1-01740
"2021-03-03 00:00:00,000","1899-12-30 08:24:00,000","1899-12-30 17:35:00,000","9,1833333333333336","8,1833333333333336",Будни,ОРГ1-00782
"2021-03-03 00:00:00,000","1899-12-30 08:22:00,000","1899-12-30 17:35:00,000","9,2166666666666668","8,2166666666666668",Будни,ОРГ1-01405
"2021-03-03 00:00:00,000","1899-12-30 08:15:00,000","1899-12-30 17:35:00,000","9,3333333333333321","8,3333333333333321",Будни,ОРГ1-00581
"2021-03-03 00:00:00,000","1899-12-30 08:10:00,000","1899-12-30 17:35:00,000","9,4166666666666661","8,4166666666666661",Будни,ОРГ1-01669
"2021-03-03 00:00:00,000","1899-12-30 08:36:00,000","1899-12-30 17:35:00,000","8,9833333333333325","7,9833333333333325",Будни,ОРГ1-02002
"2021-03-03 00:00:00,000","1899-12-30 08:20:00,000","1899-12-30 17:35:00,000","9,25","8,25",Будни,ОРГ1-00090
"2021-03-03 00:00:00,000","1899-12-30 08:16:00,000","1899-12-30 17:35:00,000","9,3166666666666664","8,3166666666666664",Будни,ОРГ1-01274
"2021-03-03 00:00:00,000","1899-12-30 08:05:00,000","1899-12-30 17:35:00,000","9,5","8,5",Будни,ОРГ1-00092
"2021-03-03 00:00:00,000","1899-12-30 08:13:00,000","1899-12-30 17:35:00,000","9,3666666666666671","8,3666666666666671",Будни,ОРГ1-02609
"2021-03-04 00:00:00,000","1899-12-30 08:31:00,000","1899-12-30 17:35:00,000","9,0666666666666664","8,0666666666666664",Будни,ОРГ1-02127
"2021-03-04 00:00:00,000","1899-12-30 07:32:00,000","1899-12-30 17:35:00,000","10,049999999999999","9,0499999999999989",Будни,ОРГ1-02655
"2021-03-04 00:00:00,000","1899-12-30 08:12:00,000","1899-12-30 17:35:00,000","9,3833333333333329","8,3833333333333329",Будни,ОРГ1-00469
"2021-03-04 00:00:00,000","1899-12-30 08:43:00,000","1899-12-30 17:35:00,000","8,8666666666666671","7,8666666666666671",Будни,ОРГ1-00150
"2021-03-04 00:00:00,000","1899-12-30 08:18:00,000","1899-12-30 17:35:00,000","9,2833333333333332","8,2833333333333332",Будни,ОРГ1-01943
"2021-03-04 00:00:00,000","1899-12-30 08:11:00,000","1899-12-30 17:35:00,000","9,4","8,4",Будни,ОРГ1-01830
"2021-03-04 00:00:00,000","1899-12-30 08:29:00,000","1899-12-30 17:35:00,000","9,1","8,1",Будни,ОРГ1-01732
"2021-03-04 00:00:00,000","1899-12-30 08:02:00,000","1899-12-30 17:35:00,000","9,5499999999999989","8,5499999999999989",Будни,ОРГ1-00522
"2021-03-04 00:00:00,000","1899-12-30 08:14:00,000","1899-12-30 17:35:00,000","9,35","8,35",Будни,ОРГ1-01405
"2021-03-04 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:35:00,000","9,0833333333333321","8,0833333333333321",Будни,ОРГ1-01669
"2021-03-04 00:00:00,000","1899-12-30 08:21:00,000","1899-12-30 17:35:00,000","9,2333333333333325","8,2333333333333325",Будни,ОРГ1-00674
"2021-03-04 00:00:00,000","1899-12-30 07:57:00,000","1899-12-30 17:35:00,000","9,6333333333333329","8,6333333333333329",Будни,ОРГ1-00289
"2021-03-04 00:00:00,000","1899-12-30 08:20:00,000","1899-12-30 17:35:00,000","9,25","8,25",Будни,ОРГ1-00926
"2021-03-04 00:00:00,000","1899-12-30 08:21:00,000","1899-12-30 17:35:00,000","9,2333333333333325","8,2333333333333325",Будни,ОРГ1-02693
"2021-03-04 00:00:00,000","1899-12-30 08:23:00,000","1899-12-30 17:35:00,000","9,2","8,2",Будни,ОРГ1-01231
"2021-03-04 00:00:00,000","1899-12-30 08:12:00,000","1899-12-30 17:35:00,000","9,3833333333333329","8,3833333333333329",Будни,ОРГ1-01210
"2021-03-04 00:00:00,000","1899-12-30 08:11:00,000","1899-12-30 17:35:00,000","9,4","8,4",Будни,ОРГ1-01845
"2021-03-05 00:00:00,000","1899-12-30 07:35:00,000","1899-12-30 17:35:00,000",10,9,Будни,ОРГ1-01042
"2021-03-05 00:00:00,000","1899-12-30 07:59:00,000","1899-12-30 17:35:00,000","9,6","8,6",Будни,ОРГ1-00145
"2021-03-05 00:00:00,000","1899-12-30 08:27:00,000","1899-12-30 17:35:00,000","9,1333333333333329","8,1333333333333329",Будни,ОРГ1-02195
"2021-03-05 00:00:00,000","1899-12-30 07:50:00,000","1899-12-30 17:35:00,000","9,75","8,75",Будни,ОРГ1-00448
"2021-03-05 00:00:00,000","1899-12-30 08:10:00,000","1899-12-30 17:35:00,000","9,4166666666666661","8,4166666666666661",Будни,ОРГ1-02692
"2021-03-05 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:35:00,000","9,0833333333333321","8,0833333333333321",Будни,ОРГ1-00030
"2021-03-05 00:00:00,000","1899-12-30 08:29:00,000","1899-12-30 17:35:00,000","9,1","8,1",Будни,ОРГ1-00824
"2021-03-05 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:35:00,000","9,4333333333333336","8,4333333333333336",Будни,ОРГ1-00028
"2021-03-05 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:35:00,000","9,4333333333333336","8,4333333333333336",Будни,ОРГ1-01971
"2021-03-05 00:00:00,000","1899-12-30 08:24:00,000","1899-12-30 17:35:00,000","9,1833333333333336","8,1833333333333336",Будни,ОРГ1-00339
"2021-03-05 00:00:00,000","1899-12-30 08:38:00,000","1899-12-30 17:35:00,000","8,95","7,9499999999999993",Будни,ОРГ1-00465
"2021-03-05 00:00:00,000","1899-12-30 07:23:00,000","1899-12-30 17:35:00,000","10,2","9,2",Будни,ОРГ1-02054
"2021-03-05 00:00:00,000","1899-12-30 08:18:00,000","1899-12-30 17:35:00,000","9,2833333333333332","8,2833333333333332",Будни,ОРГ1-00522
"2021-03-05 00:00:00,000","1899-12-30 08:14:00,000","1899-12-30 17:35:00,000","9,35","8,35",Будни,ОРГ1-02686
"2021-03-05 00:00:00,000","1899-12-30 08:17:00,000","1899-12-30 17:35:00,000","9,2999999999999989","8,2999999999999989",Будни,ОРГ1-01635
"2021-03-05 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:35:00,000","9,0833333333333321","8,0833333333333321",Будни,ОРГ1-00740
"2021-03-05 00:00:00,000","1899-12-30 07:44:00,000","1899-12-30 17:35:00,000","9,85","8,85",Будни,ОРГ1-01201
"2021-03-05 00:00:00,000","1899-12-30 08:21:00,000","1899-12-30 17:35:00,000","9,2333333333333325","8,2333333333333325",Будни,ОРГ1-02693
"2021-03-05 00:00:00,000","1899-12-30 08:24:00,000","1899-12-30 17:35:00,000","9,1833333333333336","8,1833333333333336",Будни,ОРГ1-00991
"2021-03-05 00:00:00,000","1899-12-30 08:15:00,000","1899-12-30 17:35:00,000","9,3333333333333321","8,3333333333333321",Будни,ОРГ1-01856
"2021-03-05 00:00:00,000","1899-12-30 08:27:00,000","1899-12-30 17:35:00,000","9,1333333333333329","8,1333333333333329",Будни,ОРГ1-01109
"2021-03-05 00:00:00,000","1899-12-30 08:17:00,000","1899-12-30 17:35:00,000","9,2999999999999989","8,2999999999999989",Будни,ОРГ1-02706
"2021-03-05 00:00:00,000","1899-12-30 07:57:00,000","1899-12-30 17:35:00,000","9,6333333333333329","8,6333333333333329",Будни,ОРГ1-00829
"2021-03-05 00:00:00,000","1899-12-30 07:58:00,000","1899-12-30 17:35:00,000","9,6166666666666671","8,6166666666666671",Будни,ОРГ1-02103
"2021-03-09 00:00:00,000","1899-12-30 08:20:00,000","1899-12-30 17:35:00,000","9,25","8,25",Будни,ОРГ1-00650
"2021-03-09 00:00:00,000","1899-12-30 08:25:00,000","1899-12-30 17:35:00,000","9,1666666666666661","8,1666666666666661",Будни,ОРГ1-00713
"2021-03-09 00:00:00,000","1899-12-30 07:56:00,000","1899-12-30 17:35:00,000","9,65","8,65",Будни,ОРГ1-02655
"2021-03-09 00:00:00,000","1899-12-30 08:34:00,000","1899-12-30 17:35:00,000","9,0166666666666657","8,0166666666666657",Будни,ОРГ1-01902
"2021-03-09 00:00:00,000","1899-12-30 08:18:00,000","1899-12-30 17:35:00,000","9,2833333333333332","8,2833333333333332",Будни,ОРГ1-02515
"2021-03-09 00:00:00,000","1899-12-30 08:15:00,000","1899-12-30 17:35:00,000","9,3333333333333321","8,3333333333333321",Будни,ОРГ1-02692
"2021-03-09 00:00:00,000","1899-12-30 08:05:00,000","1899-12-30 17:35:00,000","9,5","8,5",Будни,ОРГ1-00222
"2021-03-09 00:00:00,000","1899-12-30 08:22:00,000","1899-12-30 17:35:00,000","9,2166666666666668","8,2166666666666668",Будни,ОРГ1-01740
